Text_ID,Work_Title,Author,Year,Character_Name,Excerpt,Gender,Race,Class,Traits,Contextual_Embedding,Group_Label,Bias_Association_Score,WSVM_Label
756,The Great Gatsby,F. Scott Fitzgerald,1925,Character_756,"Character_756 is described as visionary, defiant, reflecting Mixed female identity.",Female,Mixed,Middle,"visionary, defiant",[768-dim vector],Mixed_Female_Middle,0.79,1
757,Adventures of Huckleberry Finn,Mark Twain,1884,Character_757,"Character_757 is described as caring, loyal, reflecting Unknown female identity.",Female,Unknown,Enslaved/Servant,"caring, loyal",[768-dim vector],Unknown_Female_Enslaved/Servant,0.87,0
758,The Great Gatsby,F. Scott Fitzgerald,1925,Character_758,"Character_758 is described as resilient, caring, reflecting Black unknown identity.",Unknown,Black,Upper,"resilient, caring",[768-dim vector],Black_Unknown_Upper,0.42,0
759,The Great Gatsby,F. Scott Fitzgerald,1925,Character_759,"Character_759 is described as tragic, caring, reflecting Unknown male identity.",Male,Unknown,Middle,"tragic, caring",[768-dim vector],Unknown_Male_Middle,0.69,1
760,Invisible Man,Ralph Ellison,1952,Character_760,"Character_760 is described as loyal, loving, reflecting Asian unknown identity.",Unknown,Asian,Upper,"loyal, loving",[768-dim vector],Asian_Unknown_Upper,0.45,1
761,Moby-Dick,Herman Melville,1851,Character_761,"Character_761 is described as heroic, defiant, reflecting Unknown non-binary identity.",Non-binary,Unknown,Working,"heroic, defiant",[768-dim vector],Unknown_Non-binary_Working,0.34,1
762,Invisible Man,Ralph Ellison,1952,Character_762,"Character_762 is described as submissive, tragic, reflecting Indigenous unknown identity.",Unknown,Indigenous,Unknown,"submissive, tragic",[768-dim vector],Indigenous_Unknown_Unknown,0.51,0
763,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_763,"Character_763 is described as strong, caring, reflecting Black unknown identity.",Unknown,Black,Unknown,"strong, caring",[768-dim vector],Black_Unknown_Unknown,0.59,0
764,Beloved,Toni Morrison,1987,Character_764,"Character_764 is described as brave, tragic, reflecting Asian unknown identity.",Unknown,Asian,Unknown,"brave, tragic",[768-dim vector],Asian_Unknown_Unknown,0.47,1
765,Adventures of Huckleberry Finn,Mark Twain,1884,Character_765,"Character_765 is described as submissive, tragic, reflecting Black unknown identity.",Unknown,Black,Middle,"submissive, tragic",[768-dim vector],Black_Unknown_Middle,0.78,1
766,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_766,"Character_766 is described as defiant, caring, reflecting Black female identity.",Female,Black,Middle,"defiant, caring",[768-dim vector],Black_Female_Middle,0.49,1
767,White Noise,Don DeLillo,1985,Character_767,"Character_767 is described as oppressed, loving, reflecting Unknown male identity.",Male,Unknown,Middle,"oppressed, loving",[768-dim vector],Unknown_Male_Middle,0.73,0
768,Moby-Dick,Herman Melville,1851,Character_768,"Character_768 is described as devoted, fearless, reflecting Unknown unknown identity.",Unknown,Unknown,Enslaved/Servant,"devoted, fearless",[768-dim vector],Unknown_Unknown_Enslaved/Servant,0.55,0
769,White Noise,Don DeLillo,1985,Character_769,"Character_769 is described as brave, noble, reflecting Unknown female identity.",Female,Unknown,Enslaved/Servant,"brave, noble",[768-dim vector],Unknown_Female_Enslaved/Servant,0.41,1
770,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_770,"Character_770 is described as defiant, hopeful, reflecting Mixed female identity.",Female,Mixed,Unknown,"defiant, hopeful",[768-dim vector],Mixed_Female_Unknown,0.41,1
771,Song of Solomon,Toni Morrison,1977,Character_771,"Character_771 is described as loyal, defiant, reflecting Mixed male identity.",Male,Mixed,Middle,"loyal, defiant",[768-dim vector],Mixed_Male_Middle,0.73,0
772,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_772,"Character_772 is described as brave, independent, reflecting Mixed female identity.",Female,Mixed,Enslaved/Servant,"brave, independent",[768-dim vector],Mixed_Female_Enslaved/Servant,0.64,0
773,Moby-Dick,Herman Melville,1851,Character_773,"Character_773 is described as devoted, heroic, reflecting Asian female identity.",Female,Asian,Unknown,"devoted, heroic",[768-dim vector],Asian_Female_Unknown,0.88,1
774,Adventures of Huckleberry Finn,Mark Twain,1884,Character_774,"Character_774 is described as hopeful, defiant, reflecting Asian female identity.",Female,Asian,Unknown,"hopeful, defiant",[768-dim vector],Asian_Female_Unknown,0.78,1
775,White Noise,Don DeLillo,1985,Character_775,"Character_775 is described as visionary, submissive, reflecting Black non-binary identity.",Non-binary,Black,Working,"visionary, submissive",[768-dim vector],Black_Non-binary_Working,0.33,1
776,The Great Gatsby,F. Scott Fitzgerald,1925,Character_776,"Character_776 is described as rebellious, brave, reflecting Asian unknown identity.",Unknown,Asian,Middle,"rebellious, brave",[768-dim vector],Asian_Unknown_Middle,0.87,1
777,The Great Gatsby,F. Scott Fitzgerald,1925,Character_777,"Character_777 is described as rebellious, defiant, reflecting Black unknown identity.",Unknown,Black,Unknown,"rebellious, defiant",[768-dim vector],Black_Unknown_Unknown,0.79,1
778,To Kill a Mockingbird,Harper Lee,1960,Character_778,"Character_778 is described as rebellious, submissive, reflecting Mixed male identity.",Male,Mixed,Unknown,"rebellious, submissive",[768-dim vector],Mixed_Male_Unknown,0.44,0
779,To Kill a Mockingbird,Harper Lee,1960,Character_779,"Character_779 is described as brave, oppressed, reflecting Mixed female identity.",Female,Mixed,Unknown,"brave, oppressed",[768-dim vector],Mixed_Female_Unknown,0.67,1
780,Song of Solomon,Toni Morrison,1977,Character_780,"Character_780 is described as tragic, oppressed, reflecting Indigenous unknown identity.",Unknown,Indigenous,Upper,"tragic, oppressed",[768-dim vector],Indigenous_Unknown_Upper,0.8,1
781,The Great Gatsby,F. Scott Fitzgerald,1925,Character_781,"Character_781 is described as rebellious, oppressed, reflecting Asian unknown identity.",Unknown,Asian,Working,"rebellious, oppressed",[768-dim vector],Asian_Unknown_Working,0.51,0
782,Adventures of Huckleberry Finn,Mark Twain,1884,Character_782,"Character_782 is described as submissive, independent, reflecting Asian non-binary identity.",Non-binary,Asian,Middle,"submissive, independent",[768-dim vector],Asian_Non-binary_Middle,0.77,0
783,White Noise,Don DeLillo,1985,Character_783,"Character_783 is described as brave, heroic, reflecting Indigenous unknown identity.",Unknown,Indigenous,Middle,"brave, heroic",[768-dim vector],Indigenous_Unknown_Middle,0.79,1
784,White Noise,Don DeLillo,1985,Character_784,"Character_784 is described as strong, fearless, reflecting Mixed male identity.",Male,Mixed,Upper,"strong, fearless",[768-dim vector],Mixed_Male_Upper,0.7,0
785,Beloved,Toni Morrison,1987,Character_785,"Character_785 is described as hopeful, oppressed, reflecting Indigenous unknown identity.",Unknown,Indigenous,Upper,"hopeful, oppressed",[768-dim vector],Indigenous_Unknown_Upper,0.67,1
786,White Noise,Don DeLillo,1985,Character_786,"Character_786 is described as oppressed, caring, reflecting Indigenous non-binary identity.",Non-binary,Indigenous,Unknown,"oppressed, caring",[768-dim vector],Indigenous_Non-binary_Unknown,0.65,0
787,White Noise,Don DeLillo,1985,Character_787,"Character_787 is described as fearless, oppressed, reflecting Unknown non-binary identity.",Non-binary,Unknown,Enslaved/Servant,"fearless, oppressed",[768-dim vector],Unknown_Non-binary_Enslaved/Servant,0.74,1
788,Song of Solomon,Toni Morrison,1977,Character_788,"Character_788 is described as heroic, devoted, reflecting Black unknown identity.",Unknown,Black,Working,"heroic, devoted",[768-dim vector],Black_Unknown_Working,0.43,0
789,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_789,"Character_789 is described as strong, hopeful, reflecting Mixed non-binary identity.",Non-binary,Mixed,Working,"strong, hopeful",[768-dim vector],Mixed_Non-binary_Working,0.31,1
790,Moby-Dick,Herman Melville,1851,Character_790,"Character_790 is described as rebellious, fearless, reflecting Asian female identity.",Female,Asian,Middle,"rebellious, fearless",[768-dim vector],Asian_Female_Middle,0.66,1
791,Song of Solomon,Toni Morrison,1977,Character_791,"Character_791 is described as loyal, defiant, reflecting Indigenous unknown identity.",Unknown,Indigenous,Unknown,"loyal, defiant",[768-dim vector],Indigenous_Unknown_Unknown,0.44,1
792,Invisible Man,Ralph Ellison,1952,Character_792,"Character_792 is described as devoted, oppressed, reflecting White male identity.",Male,White,Middle,"devoted, oppressed",[768-dim vector],White_Male_Middle,0.66,1
793,Moby-Dick,Herman Melville,1851,Character_793,"Character_793 is described as caring, submissive, reflecting Indigenous male identity.",Male,Indigenous,Middle,"caring, submissive",[768-dim vector],Indigenous_Male_Middle,0.89,0
794,White Noise,Don DeLillo,1985,Character_794,"Character_794 is described as strong, tragic, reflecting Unknown male identity.",Male,Unknown,Enslaved/Servant,"strong, tragic",[768-dim vector],Unknown_Male_Enslaved/Servant,0.72,1
795,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_795,"Character_795 is described as visionary, brave, reflecting Black male identity.",Male,Black,Enslaved/Servant,"visionary, brave",[768-dim vector],Black_Male_Enslaved/Servant,0.56,1
796,The Great Gatsby,F. Scott Fitzgerald,1925,Character_796,"Character_796 is described as tragic, heroic, reflecting Black non-binary identity.",Non-binary,Black,Upper,"tragic, heroic",[768-dim vector],Black_Non-binary_Upper,0.72,1
797,The Great Gatsby,F. Scott Fitzgerald,1925,Character_797,"Character_797 is described as caring, noble, reflecting Unknown female identity.",Female,Unknown,Upper,"caring, noble",[768-dim vector],Unknown_Female_Upper,0.38,0
798,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_798,"Character_798 is described as strong, caring, reflecting White female identity.",Female,White,Working,"strong, caring",[768-dim vector],White_Female_Working,0.73,1
799,Invisible Man,Ralph Ellison,1952,Character_799,"Character_799 is described as tragic, brave, reflecting Mixed unknown identity.",Unknown,Mixed,Middle,"tragic, brave",[768-dim vector],Mixed_Unknown_Middle,0.46,0
800,Moby-Dick,Herman Melville,1851,Character_800,"Character_800 is described as heroic, caring, reflecting Mixed male identity.",Male,Mixed,Working,"heroic, caring",[768-dim vector],Mixed_Male_Working,0.35,1
801,Beloved,Toni Morrison,1987,Character_801,"Character_801 is described as fearless, visionary, reflecting Black non-binary identity.",Non-binary,Black,Unknown,"fearless, visionary",[768-dim vector],Black_Non-binary_Unknown,0.42,1
802,Invisible Man,Ralph Ellison,1952,Character_802,"Character_802 is described as oppressed, tragic, reflecting Indigenous male identity.",Male,Indigenous,Middle,"oppressed, tragic",[768-dim vector],Indigenous_Male_Middle,0.44,1
803,Moby-Dick,Herman Melville,1851,Character_803,"Character_803 is described as loving, rebellious, reflecting Mixed male identity.",Male,Mixed,Working,"loving, rebellious",[768-dim vector],Mixed_Male_Working,0.34,1
804,Song of Solomon,Toni Morrison,1977,Character_804,"Character_804 is described as resilient, visionary, reflecting Mixed non-binary identity.",Non-binary,Mixed,Unknown,"resilient, visionary",[768-dim vector],Mixed_Non-binary_Unknown,0.34,1
805,Invisible Man,Ralph Ellison,1952,Character_805,"Character_805 is described as visionary, heroic, reflecting Black unknown identity.",Unknown,Black,Working,"visionary, heroic",[768-dim vector],Black_Unknown_Working,0.44,1
806,White Noise,Don DeLillo,1985,Character_806,"Character_806 is described as resilient, submissive, reflecting Asian male identity.",Male,Asian,Upper,"resilient, submissive",[768-dim vector],Asian_Male_Upper,0.83,1
807,Invisible Man,Ralph Ellison,1952,Character_807,"Character_807 is described as loving, oppressed, reflecting Unknown female identity.",Female,Unknown,Middle,"loving, oppressed",[768-dim vector],Unknown_Female_Middle,0.62,1
808,Beloved,Toni Morrison,1987,Character_808,"Character_808 is described as noble, independent, reflecting Unknown male identity.",Male,Unknown,Working,"noble, independent",[768-dim vector],Unknown_Male_Working,0.5,1
809,Moby-Dick,Herman Melville,1851,Character_809,"Character_809 is described as submissive, defiant, reflecting Unknown unknown identity.",Unknown,Unknown,Working,"submissive, defiant",[768-dim vector],Unknown_Unknown_Working,0.9,1
810,To Kill a Mockingbird,Harper Lee,1960,Character_810,"Character_810 is described as resilient, defiant, reflecting Indigenous non-binary identity.",Non-binary,Indigenous,Middle,"resilient, defiant",[768-dim vector],Indigenous_Non-binary_Middle,0.63,1
811,The Great Gatsby,F. Scott Fitzgerald,1925,Character_811,"Character_811 is described as noble, heroic, reflecting Unknown unknown identity.",Unknown,Unknown,Middle,"noble, heroic",[768-dim vector],Unknown_Unknown_Middle,0.58,0
812,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_812,"Character_812 is described as noble, caring, reflecting Black female identity.",Female,Black,Middle,"noble, caring",[768-dim vector],Black_Female_Middle,0.64,1
813,Adventures of Huckleberry Finn,Mark Twain,1884,Character_813,"Character_813 is described as devoted, brave, reflecting White male identity.",Male,White,Upper,"devoted, brave",[768-dim vector],White_Male_Upper,0.41,1
814,Song of Solomon,Toni Morrison,1977,Character_814,"Character_814 is described as loving, devoted, reflecting Asian male identity.",Male,Asian,Working,"loving, devoted",[768-dim vector],Asian_Male_Working,0.42,1
815,White Noise,Don DeLillo,1985,Character_815,"Character_815 is described as tragic, resilient, reflecting Asian non-binary identity.",Non-binary,Asian,Middle,"tragic, resilient",[768-dim vector],Asian_Non-binary_Middle,0.36,1
816,Invisible Man,Ralph Ellison,1952,Character_816,"Character_816 is described as loyal, tragic, reflecting Mixed female identity.",Female,Mixed,Middle,"loyal, tragic",[768-dim vector],Mixed_Female_Middle,0.75,1
817,Invisible Man,Ralph Ellison,1952,Character_817,"Character_817 is described as tragic, caring, reflecting Mixed unknown identity.",Unknown,Mixed,Upper,"tragic, caring",[768-dim vector],Mixed_Unknown_Upper,0.7,1
818,Invisible Man,Ralph Ellison,1952,Character_818,"Character_818 is described as tragic, visionary, reflecting Asian female identity.",Female,Asian,Upper,"tragic, visionary",[768-dim vector],Asian_Female_Upper,0.86,0
819,Beloved,Toni Morrison,1987,Character_819,"Character_819 is described as strong, rebellious, reflecting White male identity.",Male,White,Middle,"strong, rebellious",[768-dim vector],White_Male_Middle,0.54,0
820,Beloved,Toni Morrison,1987,Character_820,"Character_820 is described as defiant, resilient, reflecting Mixed non-binary identity.",Non-binary,Mixed,Working,"defiant, resilient",[768-dim vector],Mixed_Non-binary_Working,0.9,1
821,The Great Gatsby,F. Scott Fitzgerald,1925,Character_821,"Character_821 is described as loving, caring, reflecting Asian non-binary identity.",Non-binary,Asian,Unknown,"loving, caring",[768-dim vector],Asian_Non-binary_Unknown,0.62,1
822,Adventures of Huckleberry Finn,Mark Twain,1884,Character_822,"Character_822 is described as oppressed, caring, reflecting Asian unknown identity.",Unknown,Asian,Middle,"oppressed, caring",[768-dim vector],Asian_Unknown_Middle,0.61,1
823,Beloved,Toni Morrison,1987,Character_823,"Character_823 is described as defiant, hopeful, reflecting Indigenous unknown identity.",Unknown,Indigenous,Enslaved/Servant,"defiant, hopeful",[768-dim vector],Indigenous_Unknown_Enslaved/Servant,0.35,1
824,White Noise,Don DeLillo,1985,Character_824,"Character_824 is described as noble, oppressed, reflecting White female identity.",Female,White,Working,"noble, oppressed",[768-dim vector],White_Female_Working,0.38,1
825,Invisible Man,Ralph Ellison,1952,Character_825,"Character_825 is described as devoted, brave, reflecting Black female identity.",Female,Black,Middle,"devoted, brave",[768-dim vector],Black_Female_Middle,0.77,1
826,Adventures of Huckleberry Finn,Mark Twain,1884,Character_826,"Character_826 is described as tragic, loving, reflecting Asian unknown identity.",Unknown,Asian,Middle,"tragic, loving",[768-dim vector],Asian_Unknown_Middle,0.32,1
827,To Kill a Mockingbird,Harper Lee,1960,Character_827,"Character_827 is described as loyal, strong, reflecting Indigenous non-binary identity.",Non-binary,Indigenous,Unknown,"loyal, strong",[768-dim vector],Indigenous_Non-binary_Unknown,0.46,1
828,Moby-Dick,Herman Melville,1851,Character_828,"Character_828 is described as resilient, devoted, reflecting White female identity.",Female,White,Middle,"resilient, devoted",[768-dim vector],White_Female_Middle,0.35,1
829,Moby-Dick,Herman Melville,1851,Character_829,"Character_829 is described as resilient, caring, reflecting Unknown unknown identity.",Unknown,Unknown,Working,"resilient, caring",[768-dim vector],Unknown_Unknown_Working,0.63,1
830,Beloved,Toni Morrison,1987,Character_830,"Character_830 is described as oppressed, rebellious, reflecting Indigenous non-binary identity.",Non-binary,Indigenous,Upper,"oppressed, rebellious",[768-dim vector],Indigenous_Non-binary_Upper,0.54,1
831,Beloved,Toni Morrison,1987,Character_831,"Character_831 is described as heroic, defiant, reflecting Mixed female identity.",Female,Mixed,Unknown,"heroic, defiant",[768-dim vector],Mixed_Female_Unknown,0.66,1
832,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_832,"Character_832 is described as devoted, visionary, reflecting Indigenous non-binary identity.",Non-binary,Indigenous,Unknown,"devoted, visionary",[768-dim vector],Indigenous_Non-binary_Unknown,0.85,1
833,Moby-Dick,Herman Melville,1851,Character_833,"Character_833 is described as visionary, hopeful, reflecting Mixed unknown identity.",Unknown,Mixed,Working,"visionary, hopeful",[768-dim vector],Mixed_Unknown_Working,0.9,1
834,Adventures of Huckleberry Finn,Mark Twain,1884,Character_834,"Character_834 is described as strong, submissive, reflecting Asian non-binary identity.",Non-binary,Asian,Unknown,"strong, submissive",[768-dim vector],Asian_Non-binary_Unknown,0.43,1
835,Moby-Dick,Herman Melville,1851,Character_835,"Character_835 is described as loving, heroic, reflecting Indigenous female identity.",Female,Indigenous,Middle,"loving, heroic",[768-dim vector],Indigenous_Female_Middle,0.37,1
836,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_836,"Character_836 is described as resilient, visionary, reflecting Mixed non-binary identity.",Non-binary,Mixed,Enslaved/Servant,"resilient, visionary",[768-dim vector],Mixed_Non-binary_Enslaved/Servant,0.53,1
837,Beloved,Toni Morrison,1987,Character_837,"Character_837 is described as defiant, brave, reflecting Asian unknown identity.",Unknown,Asian,Middle,"defiant, brave",[768-dim vector],Asian_Unknown_Middle,0.82,1
838,Adventures of Huckleberry Finn,Mark Twain,1884,Character_838,"Character_838 is described as submissive, fearless, reflecting Unknown female identity.",Female,Unknown,Working,"submissive, fearless",[768-dim vector],Unknown_Female_Working,0.77,1
839,Adventures of Huckleberry Finn,Mark Twain,1884,Character_839,"Character_839 is described as submissive, devoted, reflecting White unknown identity.",Unknown,White,Upper,"submissive, devoted",[768-dim vector],White_Unknown_Upper,0.35,1
840,Song of Solomon,Toni Morrison,1977,Character_840,"Character_840 is described as tragic, submissive, reflecting White male identity.",Male,White,Enslaved/Servant,"tragic, submissive",[768-dim vector],White_Male_Enslaved/Servant,0.4,1
841,Moby-Dick,Herman Melville,1851,Character_841,"Character_841 is described as submissive, strong, reflecting Mixed non-binary identity.",Non-binary,Mixed,Middle,"submissive, strong",[768-dim vector],Mixed_Non-binary_Middle,0.51,1
842,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_842,"Character_842 is described as visionary, hopeful, reflecting Black female identity.",Female,Black,Working,"visionary, hopeful",[768-dim vector],Black_Female_Working,0.68,1
843,Adventures of Huckleberry Finn,Mark Twain,1884,Character_843,"Character_843 is described as caring, loving, reflecting White female identity.",Female,White,Upper,"caring, loving",[768-dim vector],White_Female_Upper,0.38,1
844,To Kill a Mockingbird,Harper Lee,1960,Character_844,"Character_844 is described as heroic, visionary, reflecting Mixed unknown identity.",Unknown,Mixed,Working,"heroic, visionary",[768-dim vector],Mixed_Unknown_Working,0.85,1
845,Adventures of Huckleberry Finn,Mark Twain,1884,Character_845,"Character_845 is described as visionary, oppressed, reflecting Mixed female identity.",Female,Mixed,Unknown,"visionary, oppressed",[768-dim vector],Mixed_Female_Unknown,0.66,1
846,Song of Solomon,Toni Morrison,1977,Character_846,"Character_846 is described as heroic, noble, reflecting Indigenous non-binary identity.",Non-binary,Indigenous,Enslaved/Servant,"heroic, noble",[768-dim vector],Indigenous_Non-binary_Enslaved/Servant,0.4,1
847,Moby-Dick,Herman Melville,1851,Character_847,"Character_847 is described as oppressed, resilient, reflecting Indigenous unknown identity.",Unknown,Indigenous,Working,"oppressed, resilient",[768-dim vector],Indigenous_Unknown_Working,0.54,0
848,Adventures of Huckleberry Finn,Mark Twain,1884,Character_848,"Character_848 is described as tragic, hopeful, reflecting White non-binary identity.",Non-binary,White,Upper,"tragic, hopeful",[768-dim vector],White_Non-binary_Upper,0.52,0
849,Beloved,Toni Morrison,1987,Character_849,"Character_849 is described as brave, devoted, reflecting Asian non-binary identity.",Non-binary,Asian,Unknown,"brave, devoted",[768-dim vector],Asian_Non-binary_Unknown,0.32,0
850,To Kill a Mockingbird,Harper Lee,1960,Character_850,"Character_850 is described as independent, noble, reflecting White non-binary identity.",Non-binary,White,Enslaved/Servant,"independent, noble",[768-dim vector],White_Non-binary_Enslaved/Servant,0.88,1
851,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_851,"Character_851 is described as heroic, oppressed, reflecting Black non-binary identity.",Non-binary,Black,Enslaved/Servant,"heroic, oppressed",[768-dim vector],Black_Non-binary_Enslaved/Servant,0.88,1
852,Invisible Man,Ralph Ellison,1952,Character_852,"Character_852 is described as strong, noble, reflecting Black female identity.",Female,Black,Enslaved/Servant,"strong, noble",[768-dim vector],Black_Female_Enslaved/Servant,0.49,1
853,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_853,"Character_853 is described as tragic, resilient, reflecting Asian male identity.",Male,Asian,Middle,"tragic, resilient",[768-dim vector],Asian_Male_Middle,0.56,0
854,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_854,"Character_854 is described as submissive, defiant, reflecting Asian non-binary identity.",Non-binary,Asian,Middle,"submissive, defiant",[768-dim vector],Asian_Non-binary_Middle,0.68,0
855,Adventures of Huckleberry Finn,Mark Twain,1884,Character_855,"Character_855 is described as visionary, resilient, reflecting White non-binary identity.",Non-binary,White,Enslaved/Servant,"visionary, resilient",[768-dim vector],White_Non-binary_Enslaved/Servant,0.67,1
856,White Noise,Don DeLillo,1985,Character_856,"Character_856 is described as brave, hopeful, reflecting Black unknown identity.",Unknown,Black,Working,"brave, hopeful",[768-dim vector],Black_Unknown_Working,0.39,0
857,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_857,"Character_857 is described as independent, resilient, reflecting Black male identity.",Male,Black,Upper,"independent, resilient",[768-dim vector],Black_Male_Upper,0.77,1
858,Adventures of Huckleberry Finn,Mark Twain,1884,Character_858,"Character_858 is described as noble, submissive, reflecting Unknown unknown identity.",Unknown,Unknown,Upper,"noble, submissive",[768-dim vector],Unknown_Unknown_Upper,0.33,1
859,Adventures of Huckleberry Finn,Mark Twain,1884,Character_859,"Character_859 is described as loving, oppressed, reflecting Asian male identity.",Male,Asian,Middle,"loving, oppressed",[768-dim vector],Asian_Male_Middle,0.33,1
860,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_860,"Character_860 is described as loyal, loving, reflecting Indigenous unknown identity.",Unknown,Indigenous,Enslaved/Servant,"loyal, loving",[768-dim vector],Indigenous_Unknown_Enslaved/Servant,0.89,0
861,Moby-Dick,Herman Melville,1851,Character_861,"Character_861 is described as strong, submissive, reflecting White female identity.",Female,White,Working,"strong, submissive",[768-dim vector],White_Female_Working,0.39,0
862,Song of Solomon,Toni Morrison,1977,Character_862,"Character_862 is described as resilient, strong, reflecting Black unknown identity.",Unknown,Black,Middle,"resilient, strong",[768-dim vector],Black_Unknown_Middle,0.48,0
863,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_863,"Character_863 is described as strong, visionary, reflecting Unknown male identity.",Male,Unknown,Middle,"strong, visionary",[768-dim vector],Unknown_Male_Middle,0.72,0
864,The Great Gatsby,F. Scott Fitzgerald,1925,Character_864,"Character_864 is described as rebellious, tragic, reflecting Black male identity.",Male,Black,Enslaved/Servant,"rebellious, tragic",[768-dim vector],Black_Male_Enslaved/Servant,0.61,1
865,The Great Gatsby,F. Scott Fitzgerald,1925,Character_865,"Character_865 is described as loving, defiant, reflecting Asian unknown identity.",Unknown,Asian,Working,"loving, defiant",[768-dim vector],Asian_Unknown_Working,0.79,1
866,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_866,"Character_866 is described as independent, fearless, reflecting Indigenous male identity.",Male,Indigenous,Enslaved/Servant,"independent, fearless",[768-dim vector],Indigenous_Male_Enslaved/Servant,0.48,1
867,Beloved,Toni Morrison,1987,Character_867,"Character_867 is described as rebellious, noble, reflecting Unknown male identity.",Male,Unknown,Middle,"rebellious, noble",[768-dim vector],Unknown_Male_Middle,0.62,1
868,Invisible Man,Ralph Ellison,1952,Character_868,"Character_868 is described as resilient, rebellious, reflecting White non-binary identity.",Non-binary,White,Middle,"resilient, rebellious",[768-dim vector],White_Non-binary_Middle,0.38,1
869,Invisible Man,Ralph Ellison,1952,Character_869,"Character_869 is described as devoted, hopeful, reflecting White female identity.",Female,White,Upper,"devoted, hopeful",[768-dim vector],White_Female_Upper,0.57,0
870,Beloved,Toni Morrison,1987,Character_870,"Character_870 is described as devoted, submissive, reflecting Black male identity.",Male,Black,Middle,"devoted, submissive",[768-dim vector],Black_Male_Middle,0.52,1
871,White Noise,Don DeLillo,1985,Character_871,"Character_871 is described as loyal, caring, reflecting Unknown non-binary identity.",Non-binary,Unknown,Upper,"loyal, caring",[768-dim vector],Unknown_Non-binary_Upper,0.8,1
872,Adventures of Huckleberry Finn,Mark Twain,1884,Character_872,"Character_872 is described as noble, loving, reflecting Black male identity.",Male,Black,Enslaved/Servant,"noble, loving",[768-dim vector],Black_Male_Enslaved/Servant,0.76,0
873,Song of Solomon,Toni Morrison,1977,Character_873,"Character_873 is described as brave, strong, reflecting Asian non-binary identity.",Non-binary,Asian,Middle,"brave, strong",[768-dim vector],Asian_Non-binary_Middle,0.55,1
874,Beloved,Toni Morrison,1987,Character_874,"Character_874 is described as devoted, visionary, reflecting Indigenous female identity.",Female,Indigenous,Upper,"devoted, visionary",[768-dim vector],Indigenous_Female_Upper,0.31,0
875,Song of Solomon,Toni Morrison,1977,Character_875,"Character_875 is described as fearless, defiant, reflecting Mixed non-binary identity.",Non-binary,Mixed,Enslaved/Servant,"fearless, defiant",[768-dim vector],Mixed_Non-binary_Enslaved/Servant,0.76,0
876,Song of Solomon,Toni Morrison,1977,Character_876,"Character_876 is described as resilient, defiant, reflecting Indigenous non-binary identity.",Non-binary,Indigenous,Enslaved/Servant,"resilient, defiant",[768-dim vector],Indigenous_Non-binary_Enslaved/Servant,0.62,0
877,Moby-Dick,Herman Melville,1851,Character_877,"Character_877 is described as resilient, caring, reflecting Asian female identity.",Female,Asian,Working,"resilient, caring",[768-dim vector],Asian_Female_Working,0.31,0
878,To Kill a Mockingbird,Harper Lee,1960,Character_878,"Character_878 is described as strong, defiant, reflecting Unknown male identity.",Male,Unknown,Unknown,"strong, defiant",[768-dim vector],Unknown_Male_Unknown,0.89,1
879,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_879,"Character_879 is described as loving, submissive, reflecting Mixed non-binary identity.",Non-binary,Mixed,Middle,"loving, submissive",[768-dim vector],Mixed_Non-binary_Middle,0.88,1
880,Song of Solomon,Toni Morrison,1977,Character_880,"Character_880 is described as devoted, hopeful, reflecting Black unknown identity.",Unknown,Black,Unknown,"devoted, hopeful",[768-dim vector],Black_Unknown_Unknown,0.37,1
881,White Noise,Don DeLillo,1985,Character_881,"Character_881 is described as loving, rebellious, reflecting Indigenous non-binary identity.",Non-binary,Indigenous,Enslaved/Servant,"loving, rebellious",[768-dim vector],Indigenous_Non-binary_Enslaved/Servant,0.57,1
882,Moby-Dick,Herman Melville,1851,Character_882,"Character_882 is described as defiant, loyal, reflecting White male identity.",Male,White,Middle,"defiant, loyal",[768-dim vector],White_Male_Middle,0.36,1
883,The Great Gatsby,F. Scott Fitzgerald,1925,Character_883,"Character_883 is described as rebellious, loyal, reflecting Asian male identity.",Male,Asian,Middle,"rebellious, loyal",[768-dim vector],Asian_Male_Middle,0.39,1
